Word,Substitute,Frequency,Length
ಸ್ಫೂರ್ತಿದಾಯಕ,ಸ್ಫೂರ್ತಿದಾಯಕ,2,12
ನೆಳಲುಬೆಳಕುಗಳ,ನೆಳಲುಬೆಳಕುಗಳ,1,12
ಬೆನ್ನಹಿಂದೆಯೇ,ಬೆನ್ನಹಿಂದೆಯೇ,1,12
ಸೋರುತ್ತಿತ್ತು,ಸೋರುತ್ತಿತ್ತು,1,12
ಕಾರಿನಲ್ಲಿದ್ದ,ಕಾರಿನಲ್ಲಿದ್ದ,1,12
ನಡುಗುತ್ತಿದ್ದ,ನಡುಗುತ್ತಿದ್ದ,1,12
ಸನ್ಮಾನಿಸಿದರು,ಸನ್ಮಾನಿಸಿದರು,1,12
ಅಭಿನಂದಿಸಿದರು,ಅಭಿನಂದಿಸಿದರು,2,12
ಮೊನಾಲಿಸಾದೇವಿ,ಮೊನಾಲಿಸಾದೇವಿ,1,12
ಭಯವೆಲ್ಲೆಲ್ಲು,ಭಯವೆಲ್ಲೆಲ್ಲು,1,12
ಬಯಲಿಂದಿಳಿಯುತ,ಬಯಲಿಂದಿಳಿಯುತ,1,12
ಜಟ್ಟಿಯಾಳುಗಳು,ಜಟ್ಟಿಯಾಳುಗಳು,1,12
ಮುಟ್ಟತಾನಂದ್ರ,ಮುಟ್ಟತಾನಂದ್ರ,1,12
ಕುಸ್ತಿಪಟುಗಳು,ಕುಸ್ತಿಪಟುಗಳು,1,12
ಕಣ್ಣುತಪ್ಪಿಸಿ,ಕಣ್ಣುತಪ್ಪಿಸಿ,2,12
ಕರ್ತವ್ಯವೆಂದು,ಕರ್ತವ್ಯವೆಂದು,1,12
ಭಾವಿಸುತ್ತೇವೆ,ಭಾವಿಸುತ್ತೇವೆ,2,12
ನಡೆಯುತ್ತಿರುವ,ನಡೆಯುತ್ತಿರುವ,2,12
ಸಿಂಹಾಸನದಲ್ಲಿ,ಸಿಂಹಾಸನದಲ್ಲಿ,3,12
ತಿಮ್ಮಣ್ಣನಾಯಕ,ತಿಮ್ಮಣ್ಣನಾಯಕ,2,12
ಸೇರಬೇಕಾಗಿದ್ದ,ಸೇರಬೇಕಾಗಿದ್ದ,1,12
ಕೊಲ್ಲುವವನಿಗಿ,ಕೊಲ್ಲುವವನಿಗಿ,1,12
ರಕ್ಷಿಸುತ್ತದೆ,ರಕ್ಷಿಸುತ್ತದೆ,4,12
ಬೇಹುಗಾರನೊಬ್ಬ,ಬೇಹುಗಾರನೊಬ್ಬ,1,12
ಒಪ್ಪಿಸಬೇಕಂತೆ,ಒಪ್ಪಿಸಬೇಕಂತೆ,1,12
ನೀಡಿದ್ದಾಗಿದೆ,ನೀಡಿದ್ದಾಗಿದೆ,1,12
ತೀರ್ಮಾನವೆಂದು,ತೀರ್ಮಾನವೆಂದು,1,12
ಸುರಿಯುತ್ತಿದೆ,ಸುರಿಯುತ್ತಿದೆ,2,12
ಕಾಡಾನೆಗಳನ್ನು,ಕಾಡಾನೆಗಳನ್ನು,1,12
ಸಮಾರಂಭಗಳಲ್ಲಿ,ಸಮಾರಂಭಗಳಲ್ಲಿ,2,12
ಸಲ್ಲಿಸಿದ್ದರು,ಸಲ್ಲಿಸಿದ್ದರು,1,12
ಪರೀಕ್ಷೆಯಲ್ಲಿ,ಪರೀಕ್ಷೆಯಲ್ಲಿ,9,12
ತೇರ್ಗಡೆಯಾದರು,ತೇರ್ಗಡೆಯಾದರು,1,12
ವಿಷಯವಾಗಿತ್ತು,ವಿಷಯವಾಗಿತ್ತು,3,12
ಶಿಕ್ಷಣಕ್ಕಾಗಿ,ಶಿಕ್ಷಣಕ್ಕಾಗಿ,4,12
ನ್ಯಾಯಶಾಸ್ತ್ರ,ನ್ಯಾಯಶಾಸ್ತ್ರ,1,12
ತತ್ವಶಾಸ್ತ್ರದ,ತತ್ವಶಾಸ್ತ್ರದ,1,12
ಅಧ್ಯಾಪಕರಾದರು,ಅಧ್ಯಾಪಕರಾದರು,1,12
ಅಸ್ರಾರ್ಎಖುದಿ,ಅಸ್ರಾರ್ಎಖುದಿ,1,12
ಸಾಹಿತ್ಯದಲ್ಲಿ,ಸಾಹಿತ್ಯದಲ್ಲಿ,3,12
ಬಿತ್ತಿದ್ದಾರೆ,ಬಿತ್ತಿದ್ದಾರೆ,1,12
ನೆನೆಯುತ್ತಾರೆ,ನೆನೆಯುತ್ತಾರೆ,1,12
ವಿಶ್ರಮಿಸಿದರು,ವಿಶ್ರಮಿಸಿದರು,1,12
ಕೋಡುಗಲ್ಲನ್ನು,ಕೋಡುಗಲ್ಲನ್ನು,1,12
ಮಹಾಸಾಗರವನ್ನು,ಮಹಾಸಾಗರವನ್ನು,3,12
ಸ್ನೇಹಿತರೊಡನೆ,ಸ್ನೇಹಿತರೊಡನೆ,2,12
ಜಿಗಿದಿರಬಹುದು,ಜಿಗಿದಿರಬಹುದು,1,12
ಹೊಡೆದಿರಬಹುದು,ಹೊಡೆದಿರಬಹುದು,1,12
ಮಗುವಾಗಿದ್ದಾಗ,ಮಗುವಾಗಿದ್ದಾಗ,5,12
ಸಾಧಿಸಿದ್ದೇನು,ಸಾಧಿಸಿದ್ದೇನು,1,12
ಸೂರ್ಯದೇವನಿಂದ,ಸೂರ್ಯದೇವನಿಂದ,1,12
ದಕ್ಷಿಣೆಯಲ್ಲಿ,ದಕ್ಷಿಣೆಯಲ್ಲಿ,1,12
ಶ್ರೀರಾಮನನ್ನು,ಶ್ರೀರಾಮನನ್ನು,2,12
ಆಶೀರ್ವಾದವಿದೆ,ಆಶೀರ್ವಾದವಿದೆ,2,12
ಮಾಡುತ್ತಿರುವೆ,ಮಾಡುತ್ತಿರುವೆ,6,12
ಪರಮಶಕ್ತಿಯಿದೆ,ಪರಮಶಕ್ತಿಯಿದೆ,1,12
ಎಚ್ಚರಿಸಿದಿರಿ,ಎಚ್ಚರಿಸಿದಿರಿ,1,12
ಉಲ್ಲಂಘನೆಗಾಗಿ,ಉಲ್ಲಂಘನೆಗಾಗಿ,1,12
ಪ್ರೀತಿಸುತ್ತಾ,ಪ್ರೀತಿಸುತ್ತಾ,2,12
ನಿಂತುಕೊಂಡಿತು,ನಿಂತುಕೊಂಡಿತು,2,12
ಸುಖವಾಗಿದ್ದವು,ಸುಖವಾಗಿದ್ದವು,2,12
ದೂರವಾಗಿದ್ದರೆ,ದೂರವಾಗಿದ್ದರೆ,2,12
ಉಳಿಯುವುದಿಲ್ಲ,ಉಳಿಯುವುದಿಲ್ಲ,2,12
ಸ್ನೇಹಿತರಾದವು,ಸ್ನೇಹಿತರಾದವು,2,12
ಉಚ್ಚರಿಸಲಾಗುವ,ಉಚ್ಚರಿಸಲಾಗುವ,2,12
ಯೋಗವಾಹಗಳಲ್ಲಿ,ಯೋಗವಾಹಗಳಲ್ಲಿ,2,12
ಗುಂಪುಗುಂಪಾಗಿ,ಗುಂಪುಗುಂಪಾಗಿ,4,12
ಹದಗೆಟ್ಟಿತ್ತು,ಹದಗೆಟ್ಟಿತ್ತು,4,12
ಹೊರಬರುತ್ತಾರೆ,ಹೊರಬರುತ್ತಾರೆ,2,12
ಕುಡಿಯಬಾರದಂತೆ,ಕುಡಿಯಬಾರದಂತೆ,2,12
ಹರಿಯಬಾರದೆಂದು,ಹರಿಯಬಾರದೆಂದು,2,12
ಮಾಡಿದ್ದಾರೆಯೇ,ಮಾಡಿದ್ದಾರೆಯೇ,2,12
ತಿಳಿದಿದ್ದೀರಿ,ತಿಳಿದಿದ್ದೀರಿ,2,12
ಪರಿಶುದ್ಧಳಾಗಿ,ಪರಿಶುದ್ಧಳಾಗಿ,6,12
ಪದಾರ್ಥಗಳನ್ನು,ಪದಾರ್ಥಗಳನ್ನು,12,12
ಬಿಟ್ಟಿದ್ದಾರೆ,ಬಿಟ್ಟಿದ್ದಾರೆ,2,12
ಹೇಳುವುದಿಷ್ಟೇ,ಹೇಳುವುದಿಷ್ಟೇ,2,12
ಸಾಧ್ಯವಿಲ್ಲವೇ,ಸಾಧ್ಯವಿಲ್ಲವೇ,2,12
ಶುದ್ಧಗೊಳಿಸಲು,ಶುದ್ಧಗೊಳಿಸಲು,2,12
ಸಹಕಾರದೊಂದಿಗೆ,ಸಹಕಾರದೊಂದಿಗೆ,2,12
ನೆಮ್ಮದಿಗಳಿಗೆ,ನೆಮ್ಮದಿಗಳಿಗೆ,2,12
ವಾಸವಾಗಿದ್ದವು,ವಾಸವಾಗಿದ್ದವು,4,12
ನೀಡುತ್ತಿತ್ತು,ನೀಡುತ್ತಿತ್ತು,3,12
ಚರ್ಚಿಸಿದ್ದವು,ಚರ್ಚಿಸಿದ್ದವು,2,12
ಪ್ರಾಣಿಗಳಲ್ಲಿ,ಪ್ರಾಣಿಗಳಲ್ಲಿ,4,12
ತಿನ್ನುತ್ತೀರಿ,ತಿನ್ನುತ್ತೀರಿ,2,12
ಉಳಿಸುವುದಿಲ್ಲ,ಉಳಿಸುವುದಿಲ್ಲ,2,12
ಸಿಡಿಸುತ್ತೀರಿ,ಸಿಡಿಸುತ್ತೀರಿ,2,12
ಪಕ್ಕದಲ್ಲಿರುವ,ಪಕ್ಕದಲ್ಲಿರುವ,2,12
ಸಾಯಿಸುತ್ತೀರಿ,ಸಾಯಿಸುತ್ತೀರಿ,2,12
ಕಡೆಗಣಿಸುವಿಕೆ,ಕಡೆಗಣಿಸುವಿಕೆ,2,12
ಪ್ರತಿಯೊಬ್ಬರು,ಪ್ರತಿಯೊಬ್ಬರು,3,12
ಹೇಳಿರುತ್ತಾರೆ,ಹೇಳಿರುತ್ತಾರೆ,2,12
ಪಡುತ್ತಿದ್ದನು,ಪಡುತ್ತಿದ್ದನು,2,12
ಬೇಸರವನ್ನುಂಟು,ಬೇಸರವನ್ನುಂಟು,2,12
ತಯಾರಿಸಿದ್ದರು,ತಯಾರಿಸಿದ್ದರು,3,12
ವ್ರತದಲ್ಲಿರುವ,ವ್ರತದಲ್ಲಿರುವ,2,12
ಒಪ್ಪುವುದಿಲ್ಲ,ಒಪ್ಪುವುದಿಲ್ಲ,4,12
ಮುಂಜಾನೆಯಲ್ಲಿ,ಮುಂಜಾನೆಯಲ್ಲಿ,2,12
ಮುಟ್ಟುತ್ತೀರಿ,ಮುಟ್ಟುತ್ತೀರಿ,2,12
ಹೆಸರುವಾಸಿಯಾದ,ಹೆಸರುವಾಸಿಯಾದ,2,12
ಸ್ವಚ್ಛಂದವಾಗಿ,ಸ್ವಚ್ಛಂದವಾಗಿ,4,12
ಪ್ರವೇಶಿಸಿದರು,ಪ್ರವೇಶಿಸಿದರು,3,12
ಪ್ರವೇಶಿಸುವರು,ಪ್ರವೇಶಿಸುವರು,4,12
ಪ್ರಜ್ಞಾವಧಾನಿ,ಪ್ರಜ್ಞಾವಧಾನಿ,4,12
ಸುತ್ತಿದ್ದಾರೆ,ಸುತ್ತಿದ್ದಾರೆ,2,12
ರಾಜ್ಯಾಪಕರಿಂದ,ರಾಜ್ಯಾಪಕರಿಂದ,2,12
ಉದ್ದಗಲವೆಷ್ಟು,ಉದ್ದಗಲವೆಷ್ಟು,2,12
ಪಾರಂಗತರಾದವರು,ಪಾರಂಗತರಾದವರು,2,12
ಮೂಢನಂಬಿಕೆಗಳು,ಮೂಢನಂಬಿಕೆಗಳು,2,12
ಆಗಿಬಿಡುತ್ತವೆ,ಆಗಿಬಿಡುತ್ತವೆ,2,12
ಹೋಗುತ್ತಿದ್ದೆ,ಹೋಗುತ್ತಿದ್ದೆ,3,12
ಮಿತ್ರರೊಂದಿಗೆ,ಮಿತ್ರರೊಂದಿಗೆ,2,12
ಕಾಣೆಯಾಗಿತ್ತು,ಕಾಣೆಯಾಗಿತ್ತು,6,12
ಬಡಿದುಕೊಂಡಿತು,ಬಡಿದುಕೊಂಡಿತು,2,12
ಕಡಿದುಬಿಟ್ಟರು,ಕಡಿದುಬಿಟ್ಟರು,4,12
ಹುಂಚಿಮರದಲ್ಲಿ,ಹುಂಚಿಮರದಲ್ಲಿ,2,12
ಅತ್ಯಶ್ಚರ್ಯಕರ,ಅತ್ಯಶ್ಚರ್ಯಕರ,2,12
ಸಾಗಿಸುತ್ತಾರೆ,ಸಾಗಿಸುತ್ತಾರೆ,2,12
ನನ್ನೂರಿನಲ್ಲೂ,ನನ್ನೂರಿನಲ್ಲೂ,2,12
ಪೂಜಾರಪ್ಪನಿಗೆ,ಪೂಜಾರಪ್ಪನಿಗೆ,2,12
ಹೊಂದಿಲ್ಲೊಂದು,ಹೊಂದಿಲ್ಲೊಂದು,2,12
ತಂಬುದಾಣವನ್ನು,ತಂಬುದಾಣವನ್ನು,2,12
ತೋರಿಸುತ್ತಾಳೆ,ತೋರಿಸುತ್ತಾಳೆ,4,12
ತಿಳಿಸುತ್ತಾಳೆ,ತಿಳಿಸುತ್ತಾಳೆ,2,12
ಸಮಸ್ಯೆಗಳನ್ನು,ಸಮಸ್ಯೆಗಳನ್ನು,3,12
ಮುದುಕರವರೆಗಿನ,ಮುದುಕರವರೆಗಿನ,2,12
ಮಾಡಿಸುತ್ತೇನೆ,ಮಾಡಿಸುತ್ತೇನೆ,3,12
ತಿಳಿದಿರುವುದು,ತಿಳಿದಿರುವುದು,3,12
ಗೊತ್ತಿರುವಾಕೆ,ಗೊತ್ತಿರುವಾಕೆ,2,12
ಉಳಿದುಕೊಳ್ಳುವ,ಉಳಿದುಕೊಳ್ಳುವ,2,12
ಒಡಹುಟ್ಟಿದವಳು,ಒಡಹುಟ್ಟಿದವಳು,2,12
ಹೆಚ್ಚುಗಾರಿಕೆ,ಹೆಚ್ಚುಗಾರಿಕೆ,4,12
ಮೆರೆದಿದ್ದಾರೆ,ಮೆರೆದಿದ್ದಾರೆ,2,12
ಅಕಾಡೆಮಿಯಲ್ಲಿ,ಅಕಾಡೆಮಿಯಲ್ಲಿ,2,12
ಗುರುತಿಸಿದ್ದು,ಗುರುತಿಸಿದ್ದು,3,12
ಉಲ್ಲಂಘಿಸಿದರು,ಉಲ್ಲಂಘಿಸಿದರು,2,12
ಮುಖ್ಯಸ್ಥರಾಗಿ,ಮುಖ್ಯಸ್ಥರಾಗಿ,2,12
ರಾಷ್ಟ್ರಮಟ್ಟದ,ರಾಷ್ಟ್ರಮಟ್ಟದ,2,12
ಬಯಕೆಯಾಗಿತ್ತು,ಬಯಕೆಯಾಗಿತ್ತು,3,12
ಹೆಸರಿಡಲಾಯಿತು,ಹೆಸರಿಡಲಾಯಿತು,2,12
ಚರಿತ್ರೆಯಲ್ಲಿ,ಚರಿತ್ರೆಯಲ್ಲಿ,2,12
ಪರಿಣಿತಿಯನ್ನು,ಪರಿಣಿತಿಯನ್ನು,2,12
ಸಾಮಾನ್ಯರಲ್ಲೂ,ಸಾಮಾನ್ಯರಲ್ಲೂ,2,12
ಸ್ಮರಿಸುತ್ತದೆ,ಸ್ಮರಿಸುತ್ತದೆ,2,12
ಬೇಕೆಂಬುದಕ್ಕೆ,ಬೇಕೆಂಬುದಕ್ಕೆ,2,12
ಹೆಸರುಗಳೆಂದರೆ,ಹೆಸರುಗಳೆಂದರೆ,2,12
ಪ್ರಿಯರೆಲ್ಲರೂ,ಪ್ರಿಯರೆಲ್ಲರೂ,2,12
ನಾಯಕತ್ವದಲ್ಲಿ,ನಾಯಕತ್ವದಲ್ಲಿ,4,12
ಇಲ್ಲವೆಂಬಷ್ಟು,ಇಲ್ಲವೆಂಬಷ್ಟು,2,12
ಯೋಧನೊಬ್ಬನಿಗೆ,ಯೋಧನೊಬ್ಬನಿಗೆ,2,12
ವಶಪಡಿಸಿಕೊಂಡು,ವಶಪಡಿಸಿಕೊಂಡು,4,12
ಯುದ್ಧದಕ್ಕಿಂತ,ಯುದ್ಧದಕ್ಕಿಂತ,2,12
ರಾಯಣದಲ್ಲಿದ್ದ,ರಾಯಣದಲ್ಲಿದ್ದ,2,12
ಹಕ್ಕಿಲ್ಲವೆಂಬ,ಹಕ್ಕಿಲ್ಲವೆಂಬ,2,12
ಖಾನಾಪುರದಲ್ಲಿ,ಖಾನಾಪುರದಲ್ಲಿ,2,12
ನಾಯಕತ್ವವನ್ನು,ನಾಯಕತ್ವವನ್ನು,2,12
ನಿಪುಣನಾಗಿದ್ದ,ನಿಪುಣನಾಗಿದ್ದ,2,12
ಪದಾಸ್ತಾನಕ್ಕೆ,ಪದಾಸ್ತಾನಕ್ಕೆ,2,12
ಗಣರಾಜ್ಯೋತ್ಸವ,ಗಣರಾಜ್ಯೋತ್ಸವ,3,12
ಬೊಮ್ಮಗಿರಿಯಿಂ,ಬೊಮ್ಮಗಿರಿಯಿಂ,2,12
ಉತ್ತರಿಗೇಳಿರಿ,ಉತ್ತರಿಗೇಳಿರಿ,2,12
ನೆಮ್ಮದಿಯನಿದು,ನೆಮ್ಮದಿಯನಿದು,2,12
ಸಂತೇಯೊಳಗೊಂದು,ಸಂತೇಯೊಳಗೊಂದು,2,12
ಎನಿಸಿಕೊಂಬುದು,ಎನಿಸಿಕೊಂಬುದು,2,12
ಕಾವ್ಯನಾಮದಿಂದ,ಕಾವ್ಯನಾಮದಿಂದ,2,12
ನಿರ್ವಹಿಸಿದರು,ನಿರ್ವಹಿಸಿದರು,3,12
ಬೇಡಿಕೊಳ್ಳುವೆ,ಬೇಡಿಕೊಳ್ಳುವೆ,2,12
ಹಾಡಿಕೊಳ್ಳುವೆ,ಹಾಡಿಕೊಳ್ಳುವೆ,2,12
ಹರಿದಿನಗಳನ್ನು,ಹರಿದಿನಗಳನ್ನು,2,12
ಸಾಮ್ರಾಜ್ಯದಲಿ,ಸಾಮ್ರಾಜ್ಯದಲಿ,2,12
ನಡುರಾತ್ರಿಯಲಿ,ನಡುರಾತ್ರಿಯಲಿ,2,12
ಅಲ್ಪಸಮಯದಲ್ಲೇ,ಅಲ್ಪಸಮಯದಲ್ಲೇ,2,12
ಕುಳಿತಿದ್ದವರು,ಕುಳಿತಿದ್ದವರು,2,12
ಪ್ರಯಾಣಿಕಳಿಗೆ,ಪ್ರಯಾಣಿಕಳಿಗೆ,2,12
ಅರಸೀಪುರದಲ್ಲಿ,ಅರಸೀಪುರದಲ್ಲಿ,2,12
ದೊಡ್ಡವರಾದಂತೆ,ದೊಡ್ಡವರಾದಂತೆ,3,12
ತಮ್ಮನ್ನೆಲ್ಲಾ,ತಮ್ಮನ್ನೆಲ್ಲಾ,2,12
ಜಗ್ಗುವುದಿಲ್ಲ,ಜಗ್ಗುವುದಿಲ್ಲ,2,12
ಸೃಷ್ಟಿಸಿದವರು,ಸೃಷ್ಟಿಸಿದವರು,2,12
ಮುಚ್ಚಿದೆಷ್ಠೂ,ಮುಚ್ಚಿದೆಷ್ಠೂ,2,12
ದೀವಿಗೆಯಾಯಿತು,ದೀವಿಗೆಯಾಯಿತು,2,12
ಇಚ್ಚಾಶಕ್ತಿಗೆ,ಇಚ್ಚಾಶಕ್ತಿಗೆ,2,12
ಸಿಕ್ಕಿಕೊಂಡವು,ಸಿಕ್ಕಿಕೊಂಡವು,1,12
ಪ್ರಯತ್ನವನ್ನು,ಪ್ರಯತ್ನವನ್ನು,4,12
ನಿರ್ಮಿಸಿಯ್ದೇ,ನಿರ್ಮಿಸಿಯ್ದೇ,1,12
ಪ್ರಯತ್ನದಲ್ಲಿ,ಪ್ರಯತ್ನದಲ್ಲಿ,4,12
ಸಾಧ್ಯವಾಗದ್ದು,ಸಾಧ್ಯವಾಗದ್ದು,1,12
ನರಸಿಂಹಸ್ವಾಮಿ,ನರಸಿಂಹಸ್ವಾಮಿ,1,12
ದೀಪವನಿಥುವಾಸೆ,ದೀಪವನಿಥುವಾಸೆ,1,12
ರಾಯಭಾರಿಗಳಂತೆ,ರಾಯಭಾರಿಗಳಂತೆ,1,12
ಆರಂಭವಾಗುವುದು,ಆರಂಭವಾಗುವುದು,1,12
ಮಣಿಪುರದವರೆಗೆ,ಮಣಿಪುರದವರೆಗೆ,1,12
ಶಾಂತಿಪ್ರಿಯರು,ಶಾಂತಿಪ್ರಿಯರು,1,12
ಪೂರ್ವಘಟ್ಟಗಳು,ಪೂರ್ವಘಟ್ಟಗಳು,1,12
ಹಚ್ಚಹಸ್ಥಿರಿನ,ಹಚ್ಚಹಸ್ಥಿರಿನ,1,12
ಬಣ್ಣಿಸುತ್ತದೆ,ಬಣ್ಣಿಸುತ್ತದೆ,1,12
ಸಾಮ್ಯತೆಯನ್ನು,ಸಾಮ್ಯತೆಯನ್ನು,3,12
ಚಿತ್ತವನಿಟ್ಟು,ಚಿತ್ತವನಿಟ್ಟು,1,12
ಹದಿಬದೆಧರ್ಮವು,ಹದಿಬದೆಧರ್ಮವು,1,12
ಕನ್ನಡದೊಲುಮೆಯ,ಕನ್ನಡದೊಲುಮೆಯ,1,12
ಸ್ಲಾವಿರಾಶ್ರು,ಸ್ಲಾವಿರಾಶ್ರು,1,12
ಹೊಳೆಯುತ್ತಿವೆ,ಹೊಳೆಯುತ್ತಿವೆ,2,12
ಕುಣಿಯುತ್ತಿದೆ,ಕುಣಿಯುತ್ತಿದೆ,1,12
ಸುಂದರತೆಯನ್ನು,ಸುಂದರತೆಯನ್ನು,1,12
ಚಮಕಿಸುತ್ತಿದೆ,ಚಮಕಿಸುತ್ತಿದೆ,1,12
ಸೆಳೆಯುತ್ತಿದೆ,ಸೆಳೆಯುತ್ತಿದೆ,1,12
ರಾಷ್ಟ್ರಪಕ್ಷಿ,ರಾಷ್ಟ್ರಪಕ್ಷಿ,1,12
ಹೆಣ್ಣಿಗಿಲ್ಲದ,ಹೆಣ್ಣಿಗಿಲ್ಲದ,1,12
ಹೊಂದಿರುತ್ತವೆ,ಹೊಂದಿರುತ್ತವೆ,6,12
ಕಂಡ್ಕುಹಾಡಿತು,ಕಂಡ್ಕುಹಾಡಿತು,1,12
ಪಡುತ್ತಿದ್ದರು,ಪಡುತ್ತಿದ್ದರು,4,12
ಅಭಿರುಚಿಯಿಲ್ಲ,ಅಭಿರುಚಿಯಿಲ್ಲ,1,12
ಹತ್ತುವುದಿಲ್ಲ,ಹತ್ತುವುದಿಲ್ಲ,1,12
ಶಿಷ್ಯನನ್ನಾಗಿ,ಶಿಷ್ಯನನ್ನಾಗಿ,1,12
ಸ್ವೀಕರಿಸಿದರು,ಸ್ವೀಕರಿಸಿದರು,1,12
ಹೊರಹೊಮ್ಮಿಸಿದ,ಹೊರಹೊಮ್ಮಿಸಿದ,1,12
ಕೇಳುವುದೆಂದರೆ,ಕೇಳುವುದೆಂದರೆ,3,12
ಸಿಡಿಸುತ್ತಾರೆ,ಸಿಡಿಸುತ್ತಾರೆ,1,12
ಜಾಷರ್‌ಸನಿಮ್ಮ,ಜಾಷರ್‌ಸ ನಿಮ್ಮ,1,12
ಆಚರಿಸುತ್ತೀರಾ,ಆಚರಿಸುತ್ತೀರಾ,1,12
ಆಚರಿಸುತ್ತಾರೆ,ಆಚರಿಸುತ್ತಾರೆ,3,12
ಆಚರಿಸುತ್ತೇವೆ,ಆಚರಿಸುತ್ತೇವೆ,3,12
ಸಾಂತಾಕ್ಸಾಜ್‌,ಸಾಂತಾಕ್ಸಾಜ್‌,1,12
ತಿನಿಸುತ್ತಾರೆ,ತಿನಿಸುತ್ತಾರೆ,1,12
ಕಾಣಿಕೆಗಳನ್ನು,ಕಾಣಿಕೆಗಳನ್ನು,1,12
ಹುಡುಗಿಯರದ್ದೇ,ಹುಡುಗಿಯರದ್ದೇ,1,12
ಭವ್ಯತೆಗಿಲ್ಲಿ,ಭವ್ಯತೆಗಿಲ್ಲಿ,1,12
ಬೆಂಗಳೂರಿನವರು,ಬೆಂಗಳೂರಿನವರು,1,12
ಬಿದ್ದುಹೋಯಿತು,ಬಿದ್ದುಹೋಯಿತು,2,12
ಎದೆಗುಂದಲಿಲ್ಲ,ಎದೆಗುಂದಲಿಲ್ಲ,1,12
ಕೆಲಪುಟಗಳನ್ನು,ಕೆಲಪುಟಗಳನ್ನು,1,12
ಅನಾರೋಗ್ಯದಿಂದ,ಅನಾರೋಗ್ಯದಿಂದ,3,12
ಸಮ್ಮೇಳನದಲ್ಲಿ,ಸಮ್ಮೇಳನದಲ್ಲಿ,1,12
ಕಲ್ಯಾಣಕ್ಕಾಗಿ,ಕಲ್ಯಾಣಕ್ಕಾಗಿ,1,12
ವಿಲೀನವಾದಳ್ಳು,ವಿಲೀನವಾದಳ್ಳು,1,12
ಪಾಠಶಾಲೆಯಲ್ತಿ,ಪಾಠಶಾಲೆಯಲ್ತಿ,1,12
ನಿಮ್ಮನ್ನೆಲ್ಲ,ನಿಮ್ಮನ್ನೆಲ್ಲ,2,12
ಏಕಾಗ್ರತೆಯಿಂದ,ಏಕಾಗ್ರತೆಯಿಂದ,1,12
ಮುಟ್ಟುವವರೆಗೆ,ಮುಟ್ಟುವವರೆಗೆ,1,12
ಹಚ್ಬಿಸಿದ್ದರು,ಹಚ್ಬಿಸಿದ್ದರು,1,12
ವ್ಯರ್ಥವಾಯಿತು,ವ್ಯರ್ಥವಾಯಿತು,1,12
ಅನ್ನಿಸುತ್ತದೆ,ಅನ್ನಿಸುತ್ತದೆ,2,12
ಹೊಟ್ಟೆಪಾಡಿಗೆ,ಹೊಟ್ಟೆಪಾಡಿಗೆ,1,12
ಯಾವುದಿರಬಹುದು,ಯಾವುದಿರಬಹುದು,1,12
ಹಣ್ಣಾಗಿದ್ದರೆ,ಹಣ್ಣಾಗಿದ್ದರೆ,1,12
ಪ್ರಶ್ನಿಸಿದರು,ಪ್ರಶ್ನಿಸಿದರು,6,12
ಕನ್ನಡಿಯೊಳಗಿನ,ಕನ್ನಡಿಯೊಳಗಿನ,1,12
ನಿರೂಪಿಸಬಹುದು,ನಿರೂಪಿಸಬಹುದು,1,12
ಬೆಳೆಸಿಕೊಳ್ಳಿ,ಬೆಳೆಸಿಕೊಳ್ಳಿ,1,12
ದೂರದಲ್ಲಿತ್ತು,ದೂರದಲ್ಲಿತ್ತು,3,12
ಇಷ್ಟವಾಗುತ್ತೆ,ಇಷ್ಟವಾಗುತ್ತೆ,2,12
ಕಲ್ಪಿಸಿಕೊಂಡು,ಕಲ್ಪಿಸಿಕೊಂಡು,3,12
ಕಲ್ಪನೆಗಳನ್ನು,ಕಲ್ಪನೆಗಳನ್ನು,2,12
ಸಾಧಿಸುತ್ತೀರಿ,ಸಾಧಿಸುತ್ತೀರಿ,1,12
ಸಿದ್ಧಿಗಳನ್ನು,ಸಿದ್ಧಿಗಳನ್ನು,1,12
ತಡೆಯಲಾಗಲಿಲ್ಲ,ತಡೆಯಲಾಗಲಿಲ್ಲ,2,12
ಮುದ್ದಿಸುತ್ತಾ,ಮುದ್ದಿಸುತ್ತಾ,1,12
ಹೊಲಿಯುತ್ತಾಳೆ,ಹೊಲಿಯುತ್ತಾಳೆ,1,12
ಕೆಲಸವಾಗಬಹುದು,ಕೆಲಸವಾಗಬಹುದು,1,12
ಇರುವುದಿಲ್ಲವೋ,ಇರುವುದಿಲ್ಲವೋ,2,12
ಸಹಾಯಾರ್ಥವಾಗಿ,ಸಹಾಯಾರ್ಥವಾಗಿ,1,12
ಓರಿಸ್ಸಾದಲ್ಲಿ,ಓರಿಸ್ಸಾದಲ್ಲಿ,1,12
ಅರ್ಧಾಣೆಯನ್ನು,ಅರ್ಧಾಣೆಯನ್ನು,2,12
ಚೆಕ್ಕುಗಳನ್ನು,ಚೆಕ್ಕುಗಳನ್ನು,1,12
ಲಕ್ಷಗಟ್ಟಲ್ಕೆ,ಲಕ್ಷಗಟ್ಟಲ್ಕೆ,1,12
ಸರ್ವಸ್ವವನ್ನೇ,ಸರ್ವಸ್ವವನ್ನೇ,1,12
ಕೊಟ್ಟಿದ್ದಾಳೆ,ಕೊಟ್ಟಿದ್ದಾಳೆ,2,12
